key,source,target
DC/Text_DesignData_Item_Item_RecurveBow_1001,Recurve Bow,Вигнутий лук
DC/Text_DesignData_Item_Item_RecurveBow_2001,Recurve Bow,Вигнутий лук
DC/Text_DesignData_Item_Item_RecurveBow_3001,Recurve Bow,Вигнутий лук
DC/Text_DesignData_Item_Item_RecurveBow_4001,Recurve Bow,Вигнутий лук
DC/Text_DesignData_Item_Item_RecurveBow_5001,Recurve Bow,Вигнутий лук
DC/Text_DesignData_Item_Item_RecurveBow_6001,Recurve Bow,Вигнутий лук
DC/Text_DesignData_Item_Item_RecurveBow_7001,Pestilence,Вигнутий лук
DC/Text_DesignData_Item_Item_RegalGambeson_0001,Regal Gambeson,Королівський Гамбесон
DC/Text_DesignData_Item_Item_ReinforcedGloves_1001,Reinforced Gloves,Армовані рукавиці
DC/Text_DesignData_Item_Item_ReinforcedGloves_2001,Reinforced Gloves,Армовані рукавиці
DC/Text_DesignData_Item_Item_ReinforcedGloves_3001,Reinforced Gloves,Армовані рукавиці
DC/Text_DesignData_Item_Item_ReinforcedGloves_4001,Reinforced Gloves,Армовані рукавиці
DC/Text_DesignData_Item_Item_ReinforcedGloves_5001,Reinforced Gloves,Армовані рукавиці
DC/Text_DesignData_Item_Item_ReinforcedGloves_6001,Reinforced Gloves,Армовані рукавиці
DC/Text_DesignData_Item_Item_ReinforcedGloves_7001,Reinforced Gloves,Армовані рукавиці
DC/Text_DesignData_Item_Item_RingOfCourage_3001,Ring of Courage,Перстень сили
DC/Text_DesignData_Item_Item_RingOfCourage_4001,Ring of Courage,Перстень сили
DC/Text_DesignData_Item_Item_RingOfCourage_5001,Ring of Courage,Перстень сили
DC/Text_DesignData_Item_Item_RingOfCourage_6001,Ring of Courage,Перстень сили
DC/Text_DesignData_Item_Item_RingOfCourage_7001,Ring of Courage,Перстень сили
DC/Text_DesignData_Item_Item_RingOfFinesse_3001,Ring of Finesse,Перстень майстерності
DC/Text_DesignData_Item_Item_RingOfFinesse_4001,Ring of Finesse,Перстень майстерності
DC/Text_DesignData_Item_Item_RingOfFinesse_5001,Ring of Finesse,Перстень майстерності
DC/Text_DesignData_Item_Item_RingOfFinesse_6001,Ring of Finesse,Перстень майстерності
DC/Text_DesignData_Item_Item_RingOfFinesse_7001,Ring of Finesse,Перстень майстерності
DC/Text_DesignData_Item_Item_RingOfQuickness_3001,Ring of Quickness,Перстень швидкості
DC/Text_DesignData_Item_Item_RingOfQuickness_4001,Ring of Quickness,Перстень швидкості
DC/Text_DesignData_Item_Item_RingOfQuickness_5001,Ring of Quickness,Перстень швидкості
DC/Text_DesignData_Item_Item_RingOfQuickness_6001,Ring of Quickness,Перстень швидкості
DC/Text_DesignData_Item_Item_RingOfQuickness_7001,Ring of Quickness,Перстень швидкості
DC/Text_DesignData_Item_Item_RingOfResolve_3001,Ring of Resolve,Перстень рішучості
DC/Text_DesignData_Item_Item_RingOfResolve_4001,Ring of Resolve,Перстень рішучості
DC/Text_DesignData_Item_Item_RingOfResolve_5001,Ring of Resolve,Перстень рішучості
DC/Text_DesignData_Item_Item_RingOfResolve_6001,Ring of Resolve,Перстень рішучості
DC/Text_DesignData_Item_Item_RingOfResolve_7001,Ring of Resolve,Перстень рішучості
DC/Text_DesignData_Item_Item_RingOfSurvival_3001,Ring of Survival,Перстень виживання
DC/Text_DesignData_Item_Item_RingOfSurvival_4001,Ring of Survival,Перстень виживання
DC/Text_DesignData_Item_Item_RingOfSurvival_5001,Ring of Survival,Перстень виживання
DC/Text_DesignData_Item_Item_RingOfSurvival_6001,Ring of Survival,Перстень виживання
DC/Text_DesignData_Item_Item_RingOfSurvival_7001,Ring of Survival,Перстень виживання
DC/Text_DesignData_Item_Item_RingOfVitality_3001,Ring of Vitality,Перстень життєвої сили
DC/Text_DesignData_Item_Item_RingOfVitality_4001,Ring of Vitality,Перстень життєвої сили
DC/Text_DesignData_Item_Item_RingOfVitality_5001,Ring of Vitality,Перстень життєвої сили
DC/Text_DesignData_Item_Item_RingOfVitality_6001,Ring of Vitality,Перстень життєвої сили
DC/Text_DesignData_Item_Item_RingOfVitality_7001,Ring of Vitality,Перстень життєвої сили
DC/Text_DesignData_Item_Item_RingOfWisdom_3001,Ring of Wisdom,Перстень мудрості
DC/Text_DesignData_Item_Item_RingOfWisdom_4001,Ring of Wisdom,Перстень мудрості
DC/Text_DesignData_Item_Item_RingOfWisdom_5001,Ring of Wisdom,Перстень мудрості
DC/Text_DesignData_Item_Item_RingOfWisdom_6001,Ring of Wisdom,Перстень мудрості
DC/Text_DesignData_Item_Item_RingOfWisdom_7001,Ring of Wisdom,Перстень мудрості
DC/Text_DesignData_Item_Item_RitualRobe_1001,Ritual Robe,Ритуальна мантія
DC/Text_DesignData_Item_Item_RitualRobe_2001,Ritual Robe,Ритуальна мантія
DC/Text_DesignData_Item_Item_RitualRobe_3001,Ritual Robe,Ритуальна мантія
DC/Text_DesignData_Item_Item_RitualRobe_4001,Ritual Robe,Ритуальна мантія
DC/Text_DesignData_Item_Item_RitualRobe_5001,Ritual Robe,Ритуальна мантія
DC/Text_DesignData_Item_Item_RitualRobe_6001,Ritual Robe,Ритуальна мантія
DC/Text_DesignData_Item_Item_RitualRobe_7001,Ritual Robe,Ритуальна мантія
DC/Text_DesignData_Item_Item_RivetedGloves_1001,Riveted Gloves,Клепані рукавиці
DC/Text_DesignData_Item_Item_RivetedGloves_2001,Riveted Gloves,Клепані рукавиці
DC/Text_DesignData_Item_Item_RivetedGloves_3001,Riveted Gloves,Клепані рукавиці
DC/Text_DesignData_Item_Item_RivetedGloves_4001,Riveted Gloves,Клепані рукавиці
DC/Text_DesignData_Item_Item_RivetedGloves_5001,Riveted Gloves,Клепані рукавиці
DC/Text_DesignData_Item_Item_RivetedGloves_6001,Riveted Gloves,Клепані рукавиці
DC/Text_DesignData_Item_Item_RivetedGloves_7001,Riveted Gloves,Клепані рукавиці
DC/Text_DesignData_Item_Item_RobeofDarkness_4001,Robe of Darkness,Мантія темряви
DC/Text_DesignData_Item_Item_RodOfRighteousness_3001,Rod of Righteousness,Жезл Праведності
DC/Text_DesignData_Item_Item_RogueCowl_1001,Rogue Cowl,Каптур розбійника
DC/Text_DesignData_Item_Item_RogueCowl_2001,Rogue Cowl,Каптур розбійника
DC/Text_DesignData_Item_Item_RogueCowl_3001,Rogue Cowl,Каптур розбійника
DC/Text_DesignData_Item_Item_RogueCowl_4001,Rogue Cowl,Каптур розбійника
DC/Text_DesignData_Item_Item_RogueCowl_5001,Rogue Cowl,Каптур розбійника
DC/Text_DesignData_Item_Item_RogueCowl_6001,Rogue Cowl,Каптур розбійника
DC/Text_DesignData_Item_Item_RogueCowl_7001,Rogue Cowl,Каптур розбійника
DC/Text_DesignData_Item_Item_RondelDagger_1001,Rondel Dagger,Кинджал Ронделя
DC/Text_DesignData_Item_Item_RondelDagger_2001,Rondel Dagger,Кинджал Рондела
DC/Text_DesignData_Item_Item_RondelDagger_3001,Rondel Dagger,Кинджал Рондела
DC/Text_DesignData_Item_Item_RondelDagger_4001,Rondel Dagger,Кинджал Рондела
DC/Text_DesignData_Item_Item_RondelDagger_5001,Rondel Dagger,Кинджал Рондела
DC/Text_DesignData_Item_Item_RondelDagger_6001,Rondel Dagger,Кинджал Рондела
DC/Text_DesignData_Item_Item_RondelDagger_7001,Rondel Dagger,Кинджал Рондела
DC/Text_DesignData_Item_Item_RottenFluids,Rotten Fluids,Гнила рідина
DC/Text_DesignData_Item_Item_RoundShield_1001,Round Shield,Круглий щит
DC/Text_DesignData_Item_Item_RoundShield_2001,Round Shield,Круглий щит
DC/Text_DesignData_Item_Item_RoundShield_3001,Round Shield,Круглий щит
DC/Text_DesignData_Item_Item_RoundShield_4001,Round Shield,Круглий щит
DC/Text_DesignData_Item_Item_RoundShield_5001,Round Shield,Круглий щит
DC/Text_DesignData_Item_Item_RoundShield_6001,Round Shield,Круглий щит
DC/Text_DesignData_Item_Item_RoundShield_7001,Round Shield,Круглий щит
DC/Text_DesignData_Item_Item_Ruby_1001,Ruby (Cracked),Рубін (Тріснутий)
DC/Text_DesignData_Item_Item_Ruby_2001,Ruby (Flawed),Рубін (Зіпсований)
DC/Text_DesignData_Item_Item_Ruby_3001,Ruby (Normal),Рубін (Звичайний)
DC/Text_DesignData_Item_Item_Ruby_4001,Ruby (Exquisite),Рубін (Вишуканий)
DC/Text_DesignData_Item_Item_Ruby_5001,Ruby (Perfect),Рубін (Досконалий)
DC/Text_DesignData_Item_Item_Ruby_6001,Ruby (Royal),Рубін (Королівський)
DC/Text_DesignData_Item_Item_Ruby_7001,Ruby (Ultimate),Рубін (Надзвичайний)
DC/Text_DesignData_Item_Item_RubysilverIngots_5001,Rubysilver Ingot,Злиток рубінового срібла
DC/Text_DesignData_Item_Item_RubysilverOres_5001,Rubysilver Ore,Руда рубінового срібла
DC/Text_DesignData_Item_Item_RubysilverPowder_5001,Rubysilver Powder,Порошок з рубінового срібла
DC/Text_DesignData_Item_Item_RuggedBoots_1001,Rugged Boots,Міцні черевики
DC/Text_DesignData_Item_Item_RuggedBoots_2001,Rugged Boots,Міцні черевики
DC/Text_DesignData_Item_Item_RuggedBoots_3001,Rugged Boots,Міцні черевики
DC/Text_DesignData_Item_Item_RuggedBoots_4001,Rugged Boots,Міцні черевики
DC/Text_DesignData_Item_Item_RuggedBoots_5001,Rugged Boots,Міцні черевики
DC/Text_DesignData_Item_Item_RuggedBoots_6001,Rugged Boots,Міцні черевики
DC/Text_DesignData_Item_Item_RuggedBoots_7001,Rugged Boots,Міцні черевики
DC/Text_DesignData_Item_Item_RunestoneGloves_1001,Runestone Gloves,Рукавиці з рунного каменю
DC/Text_DesignData_Item_Item_RunestoneGloves_2001,Runestone Gloves,Рукавиці з рунного каменю
DC/Text_DesignData_Item_Item_RunestoneGloves_3001,Runestone Gloves,Рукавиці з рунного каменю
DC/Text_DesignData_Item_Item_RunestoneGloves_4001,Runestone Gloves,Рукавиці з рунного каменю
DC/Text_DesignData_Item_Item_RunestoneGloves_5001,Runestone Gloves,Рукавиці з рунного каменю
DC/Text_DesignData_Item_Item_RunestoneGloves_6001,Runestone Gloves,Рукавиці з рунного каменю
DC/Text_DesignData_Item_Item_RunestoneGloves_7001,Runestone Gloves,Рукавиці з рунного каменю
DC/Text_DesignData_Item_Item_RustyBrokenSword,Rusty Broken Sword,Іржавий зламаний меч
DC/Text_DesignData_Item_Item_ShadowHood_1001,Shadow Hood,Тіньовий капюшон
DC/Text_DesignData_Item_Item_ShadowHood_2001,Shadow Hood,Тіньовий капюшон
DC/Text_DesignData_Item_Item_ShadowHood_3001,Shadow Hood,Тіньовий капюшон
DC/Text_DesignData_Item_Item_ShadowHood_4001,Shadow Hood,Тіньовий капюшон
DC/Text_DesignData_Item_Item_ShadowHood_5001,Shadow Hood,Тіньовий капюшон
DC/Text_DesignData_Item_Item_ShadowHood_6001,Shadow Hood,Тіньовий капюшон
DC/Text_DesignData_Item_Item_ShadowHood_7001,Shadow Hood,Тіньовий капюшон
DC/Text_DesignData_Item_Item_ShadowMask_1001,Shadow Mask,Тіньова маска
DC/Text_DesignData_Item_Item_ShadowMask_2001,Shadow Mask,Тіньова маска
DC/Text_DesignData_Item_Item_ShadowMask_3001,Shadow Mask,Тіньова маска
DC/Text_DesignData_Item_Item_ShadowMask_4001,Shadow Mask,Тіньова маска
DC/Text_DesignData_Item_Item_ShadowMask_5001,Shadow Mask,Тіньова маска
DC/Text_DesignData_Item_Item_ShadowMask_6001,Shadow Mask,Тіньова маска
DC/Text_DesignData_Item_Item_ShadowMask_7001,Shadow Mask,Тіньова маска
DC/Text_DesignData_Item_Item_ShoesofDarkness_4001,Shoes of Darkness,Взуття темряви
DC/Text_DesignData_Item_Item_ShortSwordOfRighteousness_3001,Short Sword of Righteousness,Короткий Меч Праведності
DC/Text_DesignData_Item_Item_ShortSword_1001,Short Sword,Короткий меч
DC/Text_DesignData_Item_Item_ShortSword_2001,Short Sword,Короткий меч
DC/Text_DesignData_Item_Item_ShortSword_3001,Short Sword,Короткий меч
DC/Text_DesignData_Item_Item_ShortSword_4001,Short Sword,Короткий меч
DC/Text_DesignData_Item_Item_ShortSword_5001,Short Sword,Короткий меч
DC/Text_DesignData_Item_Item_ShortSword_6001,Short Sword,Короткий меч
DC/Text_DesignData_Item_Item_ShortSword_7001,Short Sword,Короткий меч
DC/Text_DesignData_Item_Item_SilverChalice_1001,Silver Chalice (Cracked),Срібний кубок (Тріснутий)
DC/Text_DesignData_Item_Item_SilverChalice_2001,Silver Chalice (Flawed),Срібний кубок (Зіпсований)
DC/Text_DesignData_Item_Item_SilverChalice_3001,Silver Chalice (Normal),Срібний кубок (Звичайний)
DC/Text_DesignData_Item_Item_SilverChalice_4001,Silver Chalice (Exquisite),Срібний кубок (Вишуканий)
DC/Text_DesignData_Item_Item_SilverChalice_5001,Silver Chalice (Perfect),Срібний кубок (Досконалий)
DC/Text_DesignData_Item_Item_SilverChalice_6001,Silver Chalice (Royal),Срібний кубок (Королівський)
DC/Text_DesignData_Item_Item_SilverChalice_7001,Silver Chalice (Ultimate),Срібний кубок (Надзвичайний)
DC/Text_DesignData_Item_Item_SilverCoin,Silver Coin,Срібна монета
DC/Text_DesignData_Item_Item_SilverIngots_5001,Silver Ingot,Срібний злиток
DC/Text_DesignData_Item_Item_SilverOres_5001,Silver Ore,Срібна руда
DC/Text_DesignData_Item_Item_SilverPowder_5001,Silver Powder,Срібний порошок
DC/Text_DesignData_Item_Item_SkullKey,Skull Key,Ключ-Череп
DC/Text_DesignData_Item_Item_SoulHeart,Soul Heart,Душа
DC/Text_DesignData_Item_Item_SoulTorq_3001,Torq of Soul,Обруч душі
DC/Text_DesignData_Item_Item_SoulTorq_4001,Torq of Soul,Обруч душі
DC/Text_DesignData_Item_Item_SoulTorq_5001,Torq of Soul,Обруч душі
DC/Text_DesignData_Item_Item_SoulTorq_6001,Torq of Soul,Обруч душі
DC/Text_DesignData_Item_Item_SoulTorq_7001,Torq of Soul,Обруч душі
DC/Text_DesignData_Item_Item_Spear_1001,Spear,Спис
DC/Text_DesignData_Item_Item_Spear_2001,Spear,Спис
DC/Text_DesignData_Item_Item_Spear_3001,Spear,Спис
DC/Text_DesignData_Item_Item_Spear_4001,Spear,Спис
DC/Text_DesignData_Item_Item_Spear_5001,Spear,Спис
DC/Text_DesignData_Item_Item_Spear_6001,Spear,Спис
DC/Text_DesignData_Item_Item_Spear_7001,Spear,Спис
DC/Text_DesignData_Item_Item_SpearofRot_5001,Spear of Rot,Спис Гниття
DC/Text_DesignData_Item_Item_Spellbook_1001,Spellbook,Книга заклинань
DC/Text_DesignData_Item_Item_Spellbook_2001,Spellbook,Книга заклинань
DC/Text_DesignData_Item_Item_Spellbook_3001,Spellbook,Книга заклинань
DC/Text_DesignData_Item_Item_Spellbook_4001,Spellbook,Книга заклинань
DC/Text_DesignData_Item_Item_Spellbook_5001,Spellbook,Книга заклинань
DC/Text_DesignData_Item_Item_Spellbook_6001,Spellbook,Книга заклинань
DC/Text_DesignData_Item_Item_Spellbook_7001,Spellweaver,Заклинатель
DC/Text_DesignData_Item_Item_SpiderSilk,Spider Silk,Шовк павука
DC/Text_DesignData_Item_Item_SplendidCloak_1001,Splendid Cloak,Чудовий плащ
DC/Text_DesignData_Item_Item_SplendidCloak_2001,Splendid Cloak,Чудовий плащ
DC/Text_DesignData_Item_Item_SplendidCloak_3001,Splendid Cloak,Чудовий плащ
DC/Text_DesignData_Item_Item_SplendidCloak_4001,Splendid Cloak,Чудовий плащ
DC/Text_DesignData_Item_Item_SplendidCloak_5001,Splendid Cloak,Чудовий плащ
DC/Text_DesignData_Item_Item_SplendidCloak_6001,Splendid Cloak,Чудовий плащ
DC/Text_DesignData_Item_Item_SplendidCloak_7001,Splendid Cloak,Чудовий плащ
DC/Text_DesignData_Item_Item_StaffOfRighteousness_3001,Staff of Righteousness,Посох Праведності
DC/Text_DesignData_Item_Item_SterlingAxe_2001,Sterling Axe,Стерлінгова сокира
DC/Text_DesignData_Item_Item_SterlingBlade_2001,Sterling Blade,Стерлінговий клинок
DC/Text_DesignData_Item_Item_SterlingBow_2001,Sterling Bow,Стерлінговий лук
DC/Text_DesignData_Item_Item_SterlingDagger_2001,Sterling Dagger,Стерлінговий кинджал
DC/Text_DesignData_Item_Item_SterlingRod_2001,Sterling Rod,Стерлінговий жезл
DC/Text_DesignData_Item_Item_SterlingShortSword_2001,Sterling Short Sword,Стерлінговий короткий меч
DC/Text_DesignData_Item_Item_SterlingStaff_2001,Sterling Staff,Стерлінговий посох
DC/Text_DesignData_Item_Item_StilettoDagger_1001,Stiletto Dagger,Кинджал-стилет
DC/Text_DesignData_Item_Item_StilettoDagger_2001,Stiletto Dagger,Кинджал-стилет
DC/Text_DesignData_Item_Item_StilettoDagger_3001,Stiletto Dagger,Кинджал-стилет
DC/Text_DesignData_Item_Item_StilettoDagger_4001,Stiletto Dagger,Кинджал-стилет
DC/Text_DesignData_Item_Item_StilettoDagger_5001,Stiletto Dagger,Кинджал-стилет
DC/Text_DesignData_Item_Item_StilettoDagger_6001,Stiletto Dagger,Кинджал-стилет
DC/Text_DesignData_Item_Item_StilettoDagger_7001,Deathbloom,Кинджал-стилет
DC/Text_DesignData_Item_Item_StitchedTurnshoe_1001,Stitched Turnshoe,Зшиті черевики
DC/Text_DesignData_Item_Item_StitchedTurnshoe_2001,Stitched Turnshoe,Зшиті черевики
DC/Text_DesignData_Item_Item_StitchedTurnshoe_3001,Stitched Turnshoe,Зшиті черевики
DC/Text_DesignData_Item_Item_StitchedTurnshoe_4001,Stitched Turnshoe,Зшиті черевики
DC/Text_DesignData_Item_Item_StitchedTurnshoe_5001,Stitched Turnshoe,Зшиті черевики
DC/Text_DesignData_Item_Item_StitchedTurnshoe_6001,Stitched Turnshoe,Зшиті черевики
DC/Text_DesignData_Item_Item_StitchedTurnshoe_7001,Stitched Turnshoe,Зшиті черевики
DC/Text_DesignData_Item_Item_StrawHat_1001,Straw Hat,Солом'яний капелюх
DC/Text_DesignData_Item_Item_StrawHat_2001,Straw Hat,Солом'яний капелюх
DC/Text_DesignData_Item_Item_StrawHat_3001,Straw Hat,Солом'яний капелюх
DC/Text_DesignData_Item_Item_StrawHat_4001,Straw Hat,Солом'яний капелюх
DC/Text_DesignData_Item_Item_StrawHat_5001,Straw Hat,Солом'яний капелюх
DC/Text_DesignData_Item_Item_StrawHat_6001,Straw Hat,Солом'яний капелюх
DC/Text_DesignData_Item_Item_StrawHat_7001,Straw Hat,Солом'яний капелюх
DC/Text_DesignData_Item_Item_StuddedLeather_1001,Studded Leather,Нагрудник з кольчуги
DC/Text_DesignData_Item_Item_StuddedLeather_2001,Studded Leather,Нагрудник з кольчуги
DC/Text_DesignData_Item_Item_StuddedLeather_3001,Studded Leather,Нагрудник з кольчуги
DC/Text_DesignData_Item_Item_StuddedLeather_4001,Studded Leather,Нагрудник з кольчуги
DC/Text_DesignData_Item_Item_StuddedLeather_5001,Studded Leather,Нагрудник з кольчуги
DC/Text_DesignData_Item_Item_StuddedLeather_6001,Studded Leather,Нагрудник з кольчуги
DC/Text_DesignData_Item_Item_StuddedLeather_7001,Studded Leather,Нагрудник з кольчуги
DC/Text_DesignData_Item_Item_SurgicalKit_1001,Surgical Kit,Хірургічний набір
DC/Text_DesignData_Item_Item_SurgicalKit_2001,Surgical Kit,Хірургічний набір
DC/Text_DesignData_Item_Item_SurgicalKit_3001,Surgical Kit,Хірургічний набір
DC/Text_DesignData_Item_Item_SurgicalKit_4001,Surgical Kit,Хірургічний набір
DC/Text_DesignData_Item_Item_SurgicalKit_5001,Surgical Kit,Хірургічний набір
DC/Text_DesignData_Item_Item_SurgicalKit_6001,Surgical Kit,Хірургічний набір
DC/Text_DesignData_Item_Item_SurgicalKit_7001,Surgical Kit,Хірургічний набір
DC/Text_DesignData_Item_Item_SurvivalBow_1001,Survival Bow,Лук для виживання
DC/Text_DesignData_Item_Item_SurvivalBow_2001,Survival Bow,Лук для виживання
DC/Text_DesignData_Item_Item_SurvivalBow_3001,Survival Bow,Лук для виживання
DC/Text_DesignData_Item_Item_SurvivalBow_4001,Survival Bow,Лук для виживання
DC/Text_DesignData_Item_Item_SurvivalBow_5001,Survival Bow,Лук для виживання
DC/Text_DesignData_Item_Item_SurvivalBow_6001,Survival Bow,Лук для виживання
DC/Text_DesignData_Item_Item_SurvivalBow_7001,Elven Bow of Truth,Лук для виживання
DC/Text_DesignData_Item_Item_TailOfCentaur,Centaur Tail,Хвіст кентавра
DC/Text_DesignData_Item_Item_TatteredCloak_1001,Tattered Cloak,Подертий плащ
DC/Text_DesignData_Item_Item_TatteredCloak_2001,Tattered Cloak,Подертий плащ
DC/Text_DesignData_Item_Item_TatteredCloak_3001,Tattered Cloak,Подертий плащ
DC/Text_DesignData_Item_Item_TatteredCloak_4001,Tattered Cloak,Подертий плащ
DC/Text_DesignData_Item_Item_TatteredCloak_5001,Tattered Cloak,Подертий плащ
DC/Text_DesignData_Item_Item_TatteredCloak_6001,Tattered Cloak,Подертий плащ
DC/Text_DesignData_Item_Item_TatteredCloak_7001,Tattered Cloak,Подертий плащ
DC/Text_DesignData_Item_Item_TemplarArmor_1001,Templar Armor,Обладунки тамплієрів
DC/Text_DesignData_Item_Item_TemplarArmor_2001,Templar Armor,Обладунки тамплієрів
DC/Text_DesignData_Item_Item_TemplarArmor_3001,Templar Armor,Обладунки тамплієрів
DC/Text_DesignData_Item_Item_TemplarArmor_4001,Templar Armor,Обладунки тамплієрів
DC/Text_DesignData_Item_Item_TemplarArmor_5001,Templar Armor,Обладунки тамплієрів
DC/Text_DesignData_Item_Item_TemplarArmor_6001,Templar Armor,Обладунки тамплієрів
DC/Text_DesignData_Item_Item_TemplarArmor_7001,Templar Armor,Обладунки тамплієрів
DC/Text_DesignData_Item_Item_ThrowingKnife_1001,Throwing Knife,Метальний ніж
DC/Text_DesignData_Item_Item_ThrowingKnife_2001,Throwing Knife,Метальний ніж
DC/Text_DesignData_Item_Item_ThrowingKnife_3001,Throwing Knife,Метальний ніж
DC/Text_DesignData_Item_Item_ThrowingKnife_4001,Throwing Knife,Метальний ніж
DC/Text_DesignData_Item_Item_ThrowingKnife_5001,Throwing Knife,Метальний ніж
DC/Text_DesignData_Item_Item_ThrowingKnife_6001,Throwing Knife,Метальний ніж
DC/Text_DesignData_Item_Item_ThrowingKnife_7001,Throwing Knife,Метальний ніж
DC/Text_DesignData_Item_Item_TokenOfHonor,Token of Honor,Знак пошани.
DC/Text_DesignData_Item_Item_TongueOfMimic,Mimic Tongue,Язик міміка
DC/Text_DesignData_Item_Item_Torch_1001,Torch,Смолоскип
DC/Text_DesignData_Item_Item_Torch_2001,Torch,Смолоскип
DC/Text_DesignData_Item_Item_Torch_3001,Torch,Смолоскип
DC/Text_DesignData_Item_Item_Torch_4001,Torch,Смолоскип
DC/Text_DesignData_Item_Item_Torch_5001,Torch,Смолоскип
DC/Text_DesignData_Item_Item_Torch_6001,Torch,Смолоскип
DC/Text_DesignData_Item_Item_Torch_7001,Torch,Смолоскип
DC/Text_DesignData_Item_Item_TornBatWing,Torn Bat Wing,Відірване крило кажана
DC/Text_DesignData_Item_Item_TrapDisarmingKit,Trap Disarming Kit,Набір для знешкодження пасток
DC/Text_DesignData_Item_Item_TriPeltDoublet_4001,Tri-Pelt Doublet,Тришаровий дублет
DC/Text_DesignData_Item_Item_TriPeltNorthernFullTunic_4001,Tri-Pelt Northern Full Tunic,Тришарова північна повна туніка
DC/Text_DesignData_Item_Item_TrollBane_5001,Troll’s Bane,Загибель троля
DC/Text_DesignData_Item_Item_TrollBlood_5001,Troll's Blood,Кров троля
DC/Text_DesignData_Item_Item_TrollPelt,Troll Pelt,Шкура троля
DC/Text_DesignData_Item_Item_TrollsClub,Troll's Club,Дубина троля
DC/Text_DesignData_Item_Item_TroubadourOutfit_1001,Troubadour Outfit,Вбрання трубадура
DC/Text_DesignData_Item_Item_TroubadourOutfit_2001,Troubadour Outfit,Вбрання трубадура
DC/Text_DesignData_Item_Item_TroubadourOutfit_3001,Troubadour Outfit,Вбрання трубадура
DC/Text_DesignData_Item_Item_TroubadourOutfit_4001,Troubadour Outfit,Вбрання Трубадура
DC/Text_DesignData_Item_Item_TroubadourOutfit_5001,Troubadour Outfit,Вбрання Трубадура
DC/Text_DesignData_Item_Item_TroubadourOutfit_6001,Troubadour Outfit,Вбрання трубадура
DC/Text_DesignData_Item_Item_TroubadourOutfit_7001,Troubadour Outfit,Вбрання трубадура
DC/Text_DesignData_Item_Item_Turnshoe_1001,Turnshoe,Черевичок
DC/Text_DesignData_Item_Item_Turnshoe_2001,Turnshoe,Черевичок
DC/Text_DesignData_Item_Item_Turnshoe_3001,Turnshoe,Черевичок
DC/Text_DesignData_Item_Item_Turnshoe_4001,Turnshoe,Черевичок
DC/Text_DesignData_Item_Item_Turnshoe_5001,Turnshoe,Черевичок
DC/Text_DesignData_Item_Item_Turnshoe_6001,Turnshoe,Черевичок
DC/Text_DesignData_Item_Item_Turnshoe_7001,Turnshoe,Черевичок
DC/Text_DesignData_Item_Item_ValentineCandies,Heart Candy,Цукерка для серця
DC/Text_DesignData_Item_Item_VigilantCloak_1001,Vigilant Cloak,Плащ пильності
DC/Text_DesignData_Item_Item_VigilantCloak_2001,Vigilant Cloak,Плащ пильності
DC/Text_DesignData_Item_Item_VigilantCloak_3001,Vigilant Cloak,Плащ пильності
DC/Text_DesignData_Item_Item_VigilantCloak_4001,Vigilant Cloak,Плащ пильності
DC/Text_DesignData_Item_Item_VigilantCloak_5001,Vigilant Cloak,Плащ пильності
DC/Text_DesignData_Item_Item_VigilantCloak_6001,Vigilant Cloak,Плащ пильності
DC/Text_DesignData_Item_Item_VigilantCloak_7001,Vigilant Cloak,Плащ пильності
DC/Text_DesignData_Item_Item_VikingHelm_1001,Viking Helm,Шолом вікінга
DC/Text_DesignData_Item_Item_VikingHelm_2001,Viking Helm,Шолом вікінга
DC/Text_DesignData_Item_Item_VikingHelm_3001,Viking Helm,Шолом вікінга
DC/Text_DesignData_Item_Item_VikingHelm_4001,Viking Helm,Шолом вікінга
DC/Text_DesignData_Item_Item_VikingHelm_5001,Viking Helm,Шолом вікінга
DC/Text_DesignData_Item_Item_VikingHelm_6001,Viking Helm,Шолом вікінга
DC/Text_DesignData_Item_Item_VikingHelm_7001,Viking Helm,Шолом вікінга
DC/Text_DesignData_Item_Item_VikingSword_1001,Viking Sword,Меч вікінга
DC/Text_DesignData_Item_Item_VikingSword_2001,Viking Sword,Меч вікінга
DC/Text_DesignData_Item_Item_VikingSword_3001,Viking Sword,Меч вікінга
DC/Text_DesignData_Item_Item_VikingSword_4001,Viking Sword,Меч вікінга
DC/Text_DesignData_Item_Item_VikingSword_5001,Viking Sword,Меч вікінга
DC/Text_DesignData_Item_Item_VikingSword_6001,Viking Sword,Меч вікінга
DC/Text_DesignData_Item_Item_VikingSword_7001,Viking Sword,Меч вікінга
DC/Text_DesignData_Item_Item_VisoredBarbutaHelm_1001,Visored Barbuta Helm,Барбют з козирком
DC/Text_DesignData_Item_Item_VisoredBarbutaHelm_2001,Visored Barbuta Helm,Барбют з козирком
DC/Text_DesignData_Item_Item_VisoredBarbutaHelm_3001,Visored Barbuta Helm,Барбют з козирком
DC/Text_DesignData_Item_Item_VisoredBarbutaHelm_4001,Visored Barbuta Helm,Барбют з козирком
DC/Text_DesignData_Item_Item_VisoredBarbutaHelm_5001,Visored Barbuta Helm,Барбют з козирком
DC/Text_DesignData_Item_Item_VisoredBarbutaHelm_6001,Visored Barbuta Helm,Барбют з козирком
DC/Text_DesignData_Item_Item_VisoredBarbutaHelm_7001,Visored Barbuta Helm,Барбют з козирком
